timeseries,flux,flux_errors
1905.3300371125201,1.0044045448303223,0.000906890201457339
1905.3439784289785,1.0027765035629272,0.0008731239718338186
1905.3579174382717,0.9991528987884521,0.0008492948021608279
1905.3718243005228,1.0029444694519043,0.0008178759673674192
1905.385662833533,1.000962257385254,0.0007950181251913194
1905.3982088724,0.9999175667762756,0.0008802518059896262
1906.3273924137204,1.0034266710281372,0.0008300035709735454
1906.3411991249493,1.003540277481079,0.0007847405159181891
1906.3551778424933,1.0033495426177979,0.0007515055849444502
1906.3690876610306,1.0044336318969727,0.0007389236163596235
1906.3829262278578,1.0026856660842896,0.0007261916624151308
1906.3968356730386,1.003003716468811,0.0007134049889292105
1906.4042060185184,1.0036320686340332,0.003096894294791455
1907.325390267374,1.004538893699646,0.0007898677009680933
1907.3392282706086,1.0029175281524658,0.0007541595011281836
1907.3530514855513,1.0025445222854614,0.0007428101691788939
1907.3670173735563,1.0024919509887695,0.0007218317942525986
1907.380921774356,1.0025724172592163,0.0007138688055246246
1907.394816308244,1.0037336349487305,0.0007022021096005083
1907.4032273391813,1.000227928161621,0.0015611150223453021
1908.3228602596846,1.0043141841888428,0.0007963144263271755
1908.3366318158437,1.0042914152145386,0.0007526437829020336
1908.3505272633745,1.0017120838165283,0.0007308266141953038
1908.364480438543,1.003380298614502,0.0007173973795147622
1908.3782313774448,1.004377841949463,0.0007111395319753524
1908.3922055455992,1.0023454427719116,0.0006904385791349234
1908.4023478009258,0.9997867345809937,0.0010598407018045104
1909.3200198412696,1.0000436305999756,0.0008147508783792008
1909.333958467915,1.0012016296386719,0.0007922463265367461
1909.3477337459742,1.0020992755889893,0.000751779353240164
1909.3617429269548,1.0009336471557617,0.0007473408721588909
1909.3754700958227,1.0019080638885498,0.0007476671039555494
1909.3894769804524,1.001346230506897,0.000719176880036133
1909.400954089506,0.9998234510421753,0.0008775010160158251
1910.317014197531,1.0026521682739258,0.0007979159162643727
1910.3313501227135,1.001270055770874,0.000736988842406735
1910.3450752995648,1.0014925003051758,0.0007147393850208066
1910.3587083853517,1.0010956525802612,0.0006858110921230782
1910.372769812824,0.9995635151863098,0.0006552657876395369
1910.386669337607,0.9995450973510742,0.000652932593394818
1910.400000275573,0.998451828956604,0.0006722454000351857
1911.314431309821,1.004066824913025,0.0006688678913661827
1911.3283902080846,1.0010334253311157,0.0006424044985168239
1911.342213446276,1.0017398595809937,0.0006390714136680939
1911.3561571585028,1.0019946098327637,0.0006239957726975493
1911.3700935882118,0.999805212020874,0.0006175892437435888
1911.3839499043881,1.0003159046173096,0.0006226316333532593
1911.397818971525,1.0009281635284424,0.0006169186712570098
1911.4056186868686,1.0010944604873657,0.001800864141510704
1912.3118493080995,1.004425287246704,0.0006401088175066388
1912.325703983516,1.0052067041397095,0.0006344911040216334
1912.3395630475907,1.0036956071853638,0.0006121602059333451
1912.3534530998386,1.0051771402359009,0.0006062994148032044
1912.3673453056554,1.0024958848953247,0.0005979094618540243
1912.3812367904586,1.0031085014343262,0.0005976981216959522
1912.395136524293,1.0005557537078857,0.000589959695323002
1912.4043007662835,1.004085898399353,0.0010623579438920475
1913.3090514346763,1.0061315298080444,0.0005685725523875185
1913.3230126559988,1.004238247871399,0.0005607194789108055
1913.3368913546697,1.003174901008606,0.000558764210748945
1913.3507152517686,1.0056650638580322,0.000566872497096074
1913.3646404488725,1.0022227764129639,0.0005560057120061253
1913.378499396135,1.0015239715576172,0.0005523434039248043
1913.3924316756272,1.0022766590118408,0.0005498408793139109
1913.4033462428774,1.002859354019165,0.0007472324751585072
1916.3010030043338,1.0001026391983032,0.0005340718981438413
1916.3149671445642,0.9991084337234497,0.0005345276954952869
1916.3288612604538,0.9978944063186646,0.0005342533642330269
1916.3427579898453,0.9972133636474609,0.0005321348112803704
1916.3566440163281,0.9969257116317749,0.0005238225202034627
1916.370527553763,0.9970444440841675,0.0005207574798173079
1916.38435474537,0.9965733289718628,0.0005219672533333635
1916.3981848616093,0.9967548847198486,0.00052192223195537
1916.4066278935188,0.9992697238922119,0.0011372033754856617
1917.298243312757,1.0015907287597656,0.000549867623619222
1917.3121427469137,1.000990867614746,0.000548457015018367
1917.3261154354905,0.9991199374198914,0.0005446927087561754
