#          time          flux      flux_err   quality  sector 
      1468.575925906    1.01445    0.00112       0       6 
      1468.577314798    1.01399    0.00111       0       6 
      1468.578703690    1.01238    0.00111       0       6 
      1468.580092581    1.01253    0.00112       0       6 
      1468.581481473    1.01424    0.00112       0       6 
      1468.582870365    1.01496    0.00112       0       6 
      1468.584259257    1.01420    0.00112       0       6 
      1468.585648149    1.01233    0.00111       0       6 
      1468.587037040    1.01272    0.00112       0       6 
      1468.588425932    1.01584    0.00112       0       6 
      1468.589814824    1.01473    0.00112       0       6 
      1468.591203716    1.01877    0.00112       0       6 
      1468.592592608    1.01406    0.00112       0       6 
      1468.593981499    1.01383    0.00112       0       6 
      1468.595370391    1.01484    0.00112       0       6 
      1468.596759283    1.01367    0.00112       0       6 
      1468.598148175    1.01465    0.00112       0       6 
      1468.599537067    1.01461    0.00112       0       6 
      1468.600925959    1.01402    0.00112       0       6 
      1468.602314850    1.01500    0.00112       0       6 
      1468.603703742    1.01714    0.00112       0       6 
      1468.605092634    1.01222    0.00111       0       6 
      1468.606481526    1.01491    0.00112       0       6 
      1468.607870417    1.01716    0.00112       0       6 
      1468.609259309    1.01477    0.00112       0       6 
      1468.610648201    1.01591    0.00112       0       6 
      1468.612037093    1.01319    0.00112       0       6 
      1468.613425984    1.01421    0.00112       0       6 
      1468.614814876    1.01451    0.00112       0       6 
      1468.616203768    1.01722    0.00112       0       6 
      1468.617592660    1.01356    0.00112       0       6 
      1468.618981551    1.01479    0.00112       0       6 
      1468.620370443    1.01835    0.00112       0       6 
      1468.621759335    1.01412    0.00112       0       6 
      1468.623148227    1.01909    0.00112       0       6 
      1468.624537118    1.01685    0.00112       0       6 
      1468.625926010    1.01724    0.00112       0       6 
      1468.627314902    1.01326    0.00112       0       6 
      1468.628703794    1.01578    0.00112       0       6 
      1468.630092685    1.01802    0.00112       0       6 
      1468.631481577    1.01457    0.00112       0       6 
      1468.632870469    1.01897    0.00112       0       6 
      1468.634259361    1.01870    0.00112       0       6 
      1468.635648252    1.01754    0.00112       0       6 
      1468.637037144    1.01979    0.00112       0       6 
      1468.638426036    1.01295    0.00111       0       6 
      1468.639814927    1.01926    0.00112       0       6 
      1468.641203819    1.01571    0.00112       0       6 
      1468.642592711    1.02068    0.00112       0       6 
      1468.643981602    1.01181    0.00111       0       6 
      1468.645370494    1.01625    0.00112       0       6 
      1468.646759386    1.01776    0.00112       0       6 
      1468.648148278    1.02011    0.00112       0       6 
      1468.649537169    1.01803    0.00112       0       6 
      1468.650926061    1.01666    0.00112       0       6 
      1468.652314953    1.01695    0.00112       0       6 
      1468.653703844    1.01538    0.00112       0       6 
      1468.655092736    1.01715    0.00112       0       6 
      1468.656481628    1.01701    0.00112       0       6 
      1468.657870519    1.01530    0.00112       0       6 
      1468.659259411    1.01806    0.00112       0       6 
      1468.660648303    1.01539    0.00112       0       6 
      1468.662037194    1.01527    0.00112       0       6 
      1468.663426086    1.01700    0.00112       0       6 
      1468.664814978    1.01434    0.00112       0       6 
      1468.666203869    1.01624    0.00112       0       6 
      1468.667592761    1.01709    0.00112       0       6 
      1468.668981653    1.01958    0.00112       0       6 
      1468.670370545    1.01449    0.00112       0       6 
      1468.671759436    1.01290    0.00112       0       6 
      1468.673148328    1.01774    0.00112       0       6 
      1468.674537219    1.01859    0.00112       0       6 
      1468.675926111    1.01503    0.00112       0       6 
      1468.677315003    1.01560    0.00112       0       6 
      1468.678703894    1.01561    0.00112       0       6 
      1468.680092786    1.01163    0.00111       0       6 
      1468.681481678    1.02090    0.00112       0       6 
      1468.682870569    1.01291    0.00111       0       6 
      1468.684259461    1.01530    0.00112       0       6 
      1468.685648353    1.01534    0.00112       0       6 
      1468.687037244    1.01593    0.00112       0       6 
      1468.688426136    1.01613    0.00112       0       6 
      1468.689815027    1.01861    0.00112       0       6 
      1468.691203919    1.01970    0.00112       0       6 
      1468.692592811    1.01454    0.00111       0       6 
      1468.693981702    1.01891    0.00112       0       6 
      1468.695370594    1.02014    0.00112       0       6 
      1468.696759485    1.01717    0.00112       0       6 
      1468.698148377    1.01949    0.00112       0       6 
      1468.699537269    1.01517    0.00112       0       6 
      1468.700926160    1.01641    0.00112       0       6 
      1468.702315052    1.01820    0.00112       0       6 
      1468.703703944    1.01545    0.00112       0       6 
      1468.705092835    1.01655    0.00112       0       6 
      1468.706481727    1.01711    0.00112       0       6 
      1468.707870618    1.01707    0.00112       0       6 
      1468.709259510    1.01688    0.00112       0       6 
      1468.710648401    1.01718    0.00112       0       6 
      1468.712037293    1.01970    0.00112       0       6 
      1468.713426185    1.01537    0.00112       0       6 
      1468.714815076    1.01772    0.00112       0       6 
      1468.716203968    1.01605    0.00112       0       6 
      1468.717592859    1.01931    0.00112       0       6 
      1468.718981751    1.02083    0.00112       0       6 
      1468.720370642    1.01668    0.00112       0       6 
      1468.721759534    1.01452    0.00112       0       6 
      1468.723148426    1.01727    0.00112       0       6 
      1468.724537317    1.02036    0.00112       0       6 
      1468.725926209    1.01639    0.00112       0       6 
      1468.727315100    1.02035    0.00112       0       6 
      1468.728703992    1.01816    0.00112       0       6 
      1468.730092883    1.01705    0.00112       0       6 
      1468.731481775    1.01972    0.00112       0       6 
      1468.732870666    1.01454    0.00112       0       6 
      1468.734259558    1.01947    0.00112       0       6 
      1468.735648450    1.01734    0.00112       0       6 
      1468.737037341    1.01783    0.00112       0       6 
      1468.738426232    1.02190    0.00112       0       6 
      1468.739815124    1.01767    0.00112       0       6 
      1468.741204016    1.01915    0.00112       0       6 
      1468.742592907    1.02143    0.00112       0       6 
      1468.743981799    1.01928    0.00112       0       6 
      1468.745370690    1.02065    0.00112       0       6 
      1468.746759582    1.01850    0.00112       0       6 
      1468.748148473    1.02144    0.00112       0       6 
      1468.749537365    1.01718    0.00112       0       6 
      1468.750926256    1.01806    0.00112       0       6 
      1468.752315148    1.01654    0.00112       0       6 
      1468.753704039    1.02178    0.00112       0       6 
      1468.755092931    1.02033    0.00112       0       6 
      1468.756481822    1.01821    0.00112       0       6 
      1468.757870714    1.01892    0.00112       0       6 
      1468.759259605    1.01909    0.00112       0       6 
      1468.760648497    1.01915    0.00112       0       6 
      1468.762037388    1.01954    0.00112       0       6 
      1468.763426280    1.01714    0.00112       0       6 
      1468.764815171    1.02079    0.00112       0       6 
      1468.766204063    1.01902    0.00112       0       6 
      1468.767592954    1.01877    0.00112       0       6 
      1468.768981845    1.01604    0.00112       0       6 
      1468.770370737    1.01892    0.00112       0       6 
      1468.771759629    1.01915    0.00112       0       6 
      1468.773148520    1.01875    0.00112       0       6 
      1468.774537412    1.01881    0.00112       0       6 
      1468.775926303    1.01618    0.00112       0       6 
      1468.777315194    1.01791    0.00112       0       6 
      1468.778704086    1.01843    0.00112       0       6 
      1468.780092977    1.01679    0.00112       0       6 
      1468.781481869    1.01588    0.00112       0       6 
      1468.782870760    1.01819    0.00112       0       6 
      1468.784259652    1.01711    0.00112       0       6 
      1468.785648543    1.01747    0.00112       0       6 
      1468.787037435    1.01803    0.00112       0       6 
      1468.788426326    1.01748    0.00112       0       6 
      1468.789815217    1.01719    0.00112       0       6 
      1468.791204109    1.01999    0.00112       0       6 
      1468.792593000    1.02164    0.00112       0       6 
      1468.793981892    1.01887    0.00112       0       6 
      1468.795370783    1.01889    0.00112       0       6 
      1468.796759675    1.01847    0.00112       0       6 
      1468.798148566    1.01738    0.00112       0       6 
      1468.799537457    1.01741    0.00112       0       6 
      1468.800926349    1.02200    0.00112       0       6 
      1468.802315240    1.02061    0.00112       0       6 
      1468.803704132    1.02186    0.00112       0       6 
      1468.805093023    1.01899    0.00112       0       6 
      1468.806481915    1.01778    0.00112       0       6 
      1468.807870806    1.01943    0.00112       0       6 
      1468.809259697    1.02022    0.00112       0       6 
      1468.810648589    1.02055    0.00112       0       6 
      1468.812037480    1.01886    0.00112       0       6 
      1468.813426371    1.01960    0.00112       0       6 
      1468.814815263    1.01870    0.00112       0       6 
      1468.816204154    1.02335    0.00112       0       6 
      1468.817593046    1.01955    0.00112       0       6 
      1468.818981937    1.02003    0.00112       0       6 
      1468.820370828    1.02070    0.00112       0       6 
      1468.821759720    1.02229    0.00112       0       6 
      1468.823148611    1.02066    0.00112       0       6 
      1468.824537502    1.02204    0.00112       0       6 
      1468.825926394    1.02149    0.00112       0       6 
      1468.827315285    1.02325    0.00112       0       6 
      1468.828704177    1.01595    0.00112       0       6 
      1468.830093068    1.02088    0.00112       0       6 
      1468.831481959    1.02055    0.00112       0       6 
      1468.832870851    1.01993    0.00112       0       6 
      1468.834259742    1.01841    0.00112       0       6 
      1468.835648633    1.01900    0.00112       0       6 
      1468.837037525    1.01872    0.00112       0       6 
      1468.838426416    1.01815    0.00112       0       6 
      1468.839815307    1.02011    0.00112       0       6 
      1468.841204199    1.02194    0.00112       0       6 
      1468.842593090    1.01925    0.00112       0       6 
      1468.843981982    1.01985    0.00112       0       6 
      1468.845370873    1.02172    0.00112       0       6 
      1468.846759764    1.01990    0.00112       0       6 
      1468.848148656    1.01926    0.00112       0       6 
      1468.849537547    1.01592    0.00112       0       6 
      1468.850926438    1.02030    0.00112       0       6 
      1468.852315330    1.01994    0.00112       0       6 
      1468.853704221    1.02069    0.00112       0       6 
      1468.855093112    1.01904    0.00112       0       6 
      1468.856482004    1.02009    0.00112       0       6 
      1468.857870895    1.01819    0.00112       0       6 
      1468.859259786    1.01745    0.00112       0       6 
      1468.860648677    1.01783    0.00112       0       6 
      1468.862037569    1.02062    0.00112       0       6 
      1468.863426460    1.01876    0.00112       0       6 
      1468.864815351    1.01940    0.00112       0       6 
      1468.866204243    1.02137    0.00112       0       6 
      1468.867593134    1.01666    0.00112       0       6 
      1468.868982025    1.01931    0.00112       0       6 
      1468.870370917    1.01831    0.00112       0       6 
      1468.871759808    1.01972    0.00112       0       6 
      1468.873148699    1.02158    0.00112       0       6 
      1468.874537590    1.01758    0.00112       0       6 
      1468.875926482    1.01956    0.00112       0       6 
      1468.877315373    1.01833    0.00112       0       6 
      1468.878704264    1.02079    0.00112       0       6 
      1468.880093155    1.01949    0.00112       0       6 
      1468.881482047    1.02121    0.00112       0       6 
      1468.882870938    1.02033    0.00112       0       6 
      1468.884259829    1.01877    0.00112       0       6 
      1468.885648721    1.02358    0.00112       0       6 
      1468.887037612    1.01587    0.00112       0       6 
      1468.888426503    1.01882    0.00112       0       6 
      1468.889815394    1.02085    0.00112       0       6 
      1468.891204286    1.01933    0.00112       0       6 
      1468.892593177    1.01659    0.00112       0       6 
      1468.893982068    1.01916    0.00112       0       6 
      1468.895370959    1.02001    0.00112       0       6 
      1468.896759851    1.02196    0.00112       0       6 
      1468.898148742    1.01744    0.00112       0       6 
      1468.899537633    1.01825    0.00112       0       6 
      1468.900926524    1.01716    0.00112       0       6 
      1468.902315416    1.01969    0.00112       0       6 
      1468.903704307    1.02309    0.00112       0       6 
      1468.905093198    1.02047    0.00112       0       6 
      1468.906482089    1.01852    0.00112       0       6 
      1468.907870980    1.02346    0.00112       0       6 
      1468.909259872    1.02084    0.00112       0       6 
      1468.910648763    1.01900    0.00112       0       6 
      1468.912037654    1.02068    0.00112       0       6 
      1468.913426545    1.02088    0.00112       0       6 
      1468.914815437    1.02193    0.00112       0       6 
      1468.916204328    1.02204    0.00112       0       6 
      1468.917593219    1.02056    0.00112       0       6 
      1468.918982110    1.02111    0.00112       0       6 
      1468.920371001    1.02139    0.00112       0       6 
      1468.921759893    1.02130    0.00112       0       6 
      1468.923148784    1.02184    0.00112       0       6 
      1468.924537675    1.02177    0.00112       0       6 
      1468.925926566    1.02184    0.00112       0       6 
      1468.927315457    1.02108    0.00112       0       6 
      1468.928704349    1.02465    0.00112       0       6 
      1468.930093240    1.02140    0.00112       0       6 
      1468.931482131    1.01896    0.00112       0       6 
      1468.932871022    1.02339    0.00112       0       6 
      1468.934259913    1.01830    0.00112       0       6 
      1468.935648804    1.02008    0.00112       0       6 
      1468.937037696    1.01715    0.00112       0       6 
      1468.938426587    1.01913    0.00112       0       6 
      1468.939815478    1.02072    0.00112       0       6 
      1468.941204369    1.02008    0.00112       0       6 
      1468.942593260    1.02262    0.00112       0       6 
      1468.943982151    1.02098    0.00112       0       6 
      1468.945371043    1.01948    0.00112       0       6 
      1468.946759934    1.02352    0.00112       0       6 
      1468.948148825    1.01928    0.00112       0       6 
      1468.949537716    1.02477    0.00112       0       6 
      1468.950926607    1.01823    0.00112       0       6 
      1468.952315498    1.02190    0.00112       0       6 
      1468.953704389    1.01923    0.00112       0       6 
      1468.955093281    1.02127    0.00112       0       6 
      1468.956482172    1.02209    0.00112       0       6 
      1468.957871063    1.02242    0.00112       0       6 
      1468.959259954    1.02524    0.00112     128       6 
      1468.960648845    1.01660    0.00112       0       6 
      1468.962037736    1.02269    0.00112       0       6 
      1468.963426627    1.02430    0.00112       0       6 
      1468.964815518    1.02151    0.00112       0       6 
      1468.966204410    1.02224    0.00112       0       6 
      1468.967593301    1.01931    0.00112       0       6 
      1468.968982192    1.02260    0.00112       0       6 
      1468.970371083    1.02042    0.00112       0       6 
      1468.971759974    1.02099    0.00112       0       6 
      1468.973148865    1.02153    0.00112       0       6 
      1468.974537756    1.02213    0.00112       0       6 
      1468.975926647    1.02265    0.00112       0       6 
      1468.977315538    1.01710    0.00112       0       6 
      1468.978704429    1.02108    0.00112       0       6 
      1468.980093321    1.02274    0.00112       0       6 
      1468.981482212    1.02119    0.00112       0       6 
      1468.982871103    1.02451    0.00112       0       6 
      1468.984259994    1.02451    0.00112       0       6 
      1468.985648885    1.02160    0.00112       0       6 
      1468.987037776    1.02064    0.00112       0       6 
      1468.988426667    1.02155    0.00112       0       6 
      1468.989815558    1.01964    0.00112       0       6 
      1468.991204449    1.02230    0.00112       0       6 
      1468.992593340    1.02411    0.00112       0       6 
      1468.993982231    1.02325    0.00112       0       6 
      1468.995371123    1.01622    0.00112       0       6 
      1468.996760013    1.02302    0.00112       0       6 
      1468.998148905    1.01927    0.00112       0       6 
      1468.999537796    1.02325    0.00112       0       6 
      1469.000926687    1.02119    0.00112       0       6 
      1469.002315578    1.02282    0.00112       0       6 
      1469.003704469    1.02312    0.00112       0       6 
      1469.005093360    1.02469    0.00112       0       6 
      1469.006482251    1.01716    0.00112       0       6 
      1469.007871142    1.02107    0.00112       0       6 
      1469.009260033    1.02298    0.00112       0       6 
      1469.010648924    1.02279    0.00112       0       6 
      1469.012037815    1.02235    0.00112       0       6 
      1469.013426706    1.02458    0.00112       0       6 
      1469.014815597    1.01942    0.00112       0       6 
      1469.016204488    1.02193    0.00112       0       6 
      1469.017593379    1.02248    0.00112       0       6 
      1469.018982270    1.02383    0.00112       0       6 
      1469.020371161    1.02599    0.00112       0       6 
      1469.021760052    1.01870    0.00112       0       6 
      1469.023148943    1.02316    0.00112       0       6 
      1469.024537834    1.02361    0.00112       0       6 
      1469.025926725    1.02103    0.00112       0       6 
      1469.027315616    1.02309    0.00112       0       6 
      1469.028704507    1.02236    0.00112       0       6 
      1469.030093398    1.02312    0.00112       0       6 
      1469.031482289    1.02201    0.00112       0       6 
      1469.032871180    1.02292    0.00112       0       6 
      1469.034260071    1.02594    0.00112       0       6 
      1469.035648962    1.02261    0.00112       0       6 
      1469.037037853    1.02302    0.00112       0       6 
      1469.038426744    1.02421    0.00112       0       6 
      1469.039815635    1.02160    0.00112       0       6 
      1469.041204526    1.02320    0.00112       0       6 
      1469.042593417    1.02506    0.00112       0       6 
      1469.043982308    1.02314    0.00112       0       6 
      1469.045371199    1.02525    0.00112       0       6 
      1469.046760090    1.02272    0.00112       0       6 
      1469.048148981    1.02029    0.00112       0       6 
      1469.049537872    1.02526    0.00112       0       6 
      1469.050926763    1.02043    0.00112       0       6 
      1469.052315654    1.02248    0.00112       0       6 
      1469.053704545    1.02168    0.00112       0       6 
      1469.055093436    1.02280    0.00112       0       6 
      1469.056482327    1.02289    0.00112       0       6 
      1469.057871218    1.02348    0.00112       0       6 
      1469.059260109    1.01857    0.00112       0       6 
      1469.060649000    1.02035    0.00112       0       6 
      1469.062037890    1.02498    0.00112       0       6 
      1469.063426782    1.02135    0.00112       0       6 
      1469.064815672    1.02512    0.00112       0       6 
      1469.066204563    1.02154    0.00112       0       6 
      1469.067593454    1.02121    0.00112       0       6 
      1469.068982345    1.02116    0.00112       0       6 
      1469.070371236    1.02183    0.00112       0       6 
      1469.071760127    1.02311    0.00112       0       6 
      1469.073149018    1.02291    0.00112       0       6 
      1469.074537909    1.02267    0.00112       0       6 
      1469.075926800    1.02507    0.00112       0       6 
      1469.077315691    1.02243    0.00112       0       6 
      1469.078704582    1.02305    0.00112       0       6 
      1469.080093473    1.02291    0.00112       0       6 
      1469.081482363    1.02483    0.00112       0       6 
      1469.082871254    1.02480    0.00112       0       6 
      1469.084260145    1.02377    0.00112       0       6 
      1469.085649036    1.02431    0.00112       0       6 
      1469.087037927    1.02178    0.00112       0       6 
      1469.088426818    1.02320    0.00112       0       6 
      1469.089815709    1.02237    0.00112       0       6 
      1469.091204600    1.02295    0.00112       0       6 
      1469.092593491    1.02366    0.00112       0       6 
      1469.093982382    1.02560    0.00112       0       6 
      1469.095371272    1.02264    0.00112       0       6 
      1469.096760163    1.02377    0.00112       0       6 
      1469.098149054    1.02370    0.00112       0       6 
      1469.099537945    1.02130    0.00112       0       6 
      1469.100926836    1.02341    0.00112       0       6 
      1469.102315727    1.02775    0.00112       0       6 
      1469.103704618    1.02185    0.00112       0       6 
      1469.105093509    1.02084    0.00112       0       6 
      1469.106482399    1.02427    0.00112       0       6 
      1469.107871290    1.02648    0.00112       0       6 
      1469.109260181    1.02265    0.00112       0       6 
      1469.110649072    1.02626    0.00112       0       6 
      1469.112037963    1.02531    0.00112       0       6 
      1469.113426854    1.02610    0.00112       0       6 
      1469.114815744    1.02192    0.00112       0       6 
