#          time          flux      flux_err   quality  sector 
      1470.560649758    0.97641    0.00110       0       6 
      1470.562038646    0.97622    0.00110       0       6 
      1470.563427534    0.97501    0.00110       0       6 
      1470.564816423    0.97505    0.00110       0       6 
      1470.566205311    0.97396    0.00110       0       6 
      1470.567594199    0.97688    0.00110       0       6 
      1470.568983087    0.97645    0.00110       0       6 
      1470.570371976    0.97619    0.00110       0       6 
      1470.571760864    0.97693    0.00110       0       6 
      1470.573149752    0.97618    0.00110       0       6 
      1470.574538640    0.97536    0.00110       0       6 
      1470.575927528    0.97450    0.00110       0       6 
      1470.577316417    0.97726    0.00110       0       6 
      1470.578705305    0.97614    0.00110       0       6 
      1470.580094193    0.97532    0.00110       0       6 
      1470.581483081    0.97634    0.00110       0       6 
      1470.582871969    0.97552    0.00110       0       6 
      1470.584260858    0.97589    0.00110       0       6 
      1470.585649746    0.97597    0.00110       0       6 
      1470.587038634    0.97906    0.00110       0       6 
      1470.588427522    0.97646    0.00110       0       6 
      1470.589816410    0.97629    0.00110       0       6 
      1470.591205299    0.97878    0.00110       0       6 
      1470.592594187    0.97687    0.00110       0       6 
      1470.593983075    0.97674    0.00110       0       6 
      1470.595371963    0.97658    0.00110       0       6 
      1470.596760851    0.97553    0.00110       0       6 
      1470.598149740    0.97670    0.00110       0       6 
      1470.599538628    0.97673    0.00110       0       6 
      1470.600927516    0.97774    0.00110       0       6 
      1470.602316404    0.97605    0.00110       0       6 
      1470.603705292    0.97524    0.00110       0       6 
      1470.605094180    0.97505    0.00110       0       6 
      1470.606483069    0.97525    0.00110       0       6 
      1470.607871957    0.97730    0.00110       0       6 
      1470.609260845    0.97664    0.00110       0       6 
      1470.610649733    0.97633    0.00110       0       6 
      1470.612038621    0.97370    0.00110       0       6 
      1470.613427509    0.97762    0.00110       0       6 
      1470.614816398    0.97687    0.00110       0       6 
      1470.616205286    0.97359    0.00110       0       6 
      1470.617594174    0.97579    0.00110       0       6 
      1470.618983062    0.97411    0.00110       0       6 
      1470.620371950    0.97490    0.00110       0       6 
      1470.621760838    0.97585    0.00110       0       6 
      1470.623149726    0.97624    0.00110       0       6 
      1470.624538614    0.97536    0.00110       0       6 
      1470.625927503    0.97513    0.00110       0       6 
      1470.627316391    0.97601    0.00110       0       6 
      1470.628705279    0.97510    0.00110       0       6 
      1470.630094167    0.97477    0.00110       0       6 
      1470.631483055    0.97471    0.00110       0       6 
      1470.632871943    0.97531    0.00110       0       6 
      1470.634260831    0.97446    0.00110       0       6 
      1470.635649719    0.97522    0.00110       0       6 
      1470.637038608    0.97647    0.00110       0       6 
      1470.638427496    0.97412    0.00110       0       6 
      1470.639816384    0.97502    0.00110       0       6 
      1470.641205272    0.97372    0.00110       0       6 
      1470.642594160    0.97331    0.00110       0       6 
      1470.643983048    0.97444    0.00110       0       6 
      1470.645371936    0.97508    0.00110       0       6 
      1470.646760824    0.97552    0.00110       0       6 
      1470.648149712    0.97442    0.00110       0       6 
      1470.649538600    0.97442    0.00110       0       6 
      1470.650927488    0.97542    0.00110       0       6 
      1470.652316376    0.97451    0.00110       0       6 
      1470.653705265    0.97464    0.00110       0       6 
      1470.655094153    0.97549    0.00110       0       6 
      1470.656483041    0.97498    0.00110       0       6 
      1470.657871929    0.97453    0.00110       0       6 
      1470.659260817    0.97283    0.00110       0       6 
      1470.660649705    0.97558    0.00110       0       6 
      1470.662038593    0.97509    0.00110       0       6 
      1470.663427481    0.97434    0.00110       0       6 
      1470.664816369    0.97498    0.00110       0       6 
      1470.666205257    0.97536    0.00110       0       6 
      1470.667594145    0.97657    0.00110       0       6 
      1470.668983033    0.97387    0.00110       0       6 
      1470.670371921    0.97621    0.00110       0       6 
      1470.671760809    0.97395    0.00110       0       6 
      1470.673149697    0.97568    0.00110       0       6 
      1470.674538585    0.97504    0.00110       0       6 
      1470.675927473    0.97550    0.00110       0       6 
      1470.677316361    0.97605    0.00110       0       6 
      1470.678705250    0.97620    0.00110       0       6 
      1470.680094137    0.97641    0.00110       0       6 
      1470.681483026    0.97542    0.00110       0       6 
      1470.682871914    0.97492    0.00110       0       6 
      1470.684260802    0.97557    0.00110       0       6 
      1470.685649690    0.97735    0.00110       0       6 
      1470.687038578    0.97636    0.00110       0       6 
      1470.688427466    0.97612    0.00110       0       6 
      1470.689816354    0.97607    0.00110       0       6 
      1470.691205242    0.97724    0.00110       0       6 
      1470.692594130    0.97693    0.00110       0       6 
      1470.693983018    0.97523    0.00110       0       6 
      1470.695371906    0.97527    0.00110       0       6 
      1470.696760794    0.97478    0.00110       0       6 
      1470.698149682    0.97492    0.00110       0       6 
      1470.699538570    0.97777    0.00110       0       6 
      1470.700927458    0.97736    0.00110       0       6 
      1470.702316346    0.97638    0.00110       0       6 
      1470.703705234    0.97499    0.00110       0       6 
      1470.705094122    0.97648    0.00110       0       6 
      1470.706483010    0.97670    0.00110       0       6 
      1470.707871897    0.97604    0.00110       0       6 
      1470.709260786    0.97468    0.00110       0       6 
      1470.710649673    0.97632    0.00110       0       6 
      1470.712038561    0.97562    0.00110       0       6 
      1470.713427449    0.97461    0.00110       0       6 
      1470.714816337    0.97368    0.00110       0       6 
      1470.716205225    0.97450    0.00110       0       6 
      1470.717594113    0.97626    0.00110       0       6 
      1470.718983001    0.97448    0.00110       0       6 
      1470.720371889    0.97428    0.00110       0       6 
      1470.721760777    0.97400    0.00110       0       6 
      1470.723149665    0.97741    0.00110       0       6 
      1470.724538553    0.97377    0.00110       0       6 
      1470.725927441    0.97354    0.00110       0       6 
      1470.727316329    0.97371    0.00110       0       6 
      1470.728705217    0.97331    0.00110       0       6 
      1470.730094105    0.97339    0.00110       0       6 
      1470.731482993    0.97249    0.00110       0       6 
      1470.732871881    0.97264    0.00110       0       6 
      1470.734260769    0.97361    0.00110       0       6 
      1470.735649657    0.97364    0.00110       0       6 
      1470.737038544    0.97245    0.00110       0       6 
      1470.738427433    0.97288    0.00110       0       6 
      1470.739816320    0.97585    0.00110       0       6 
      1470.741205208    0.97373    0.00110       0       6 
      1470.742594096    0.97503    0.00110       0       6 
      1470.743982984    0.97481    0.00110       0       6 
      1470.745371872    0.97417    0.00110       0       6 
      1470.746760760    0.97297    0.00110       0       6 
      1470.748149648    0.97380    0.00110       0       6 
      1470.749538536    0.97265    0.00110       0       6 
      1470.750927424    0.97430    0.00110       0       6 
      1470.752316311    0.97549    0.00110       0       6 
      1470.753705199    0.97360    0.00110       0       6 
      1470.755094087    0.97410    0.00110       0       6 
      1470.756482975    0.97521    0.00110       0       6 
      1470.757871863    0.97441    0.00110       0       6 
      1470.759260751    0.97386    0.00110       0       6 
      1470.760649639    0.97255    0.00110       0       6 
      1470.762038527    0.97505    0.00110       0       6 
      1470.763427415    0.97440    0.00110       0       6 
      1470.764816303    0.97307    0.00110       0       6 
      1470.766205190    0.97531    0.00110       0       6 
      1470.767594078    0.97437    0.00110       0       6 
      1470.768982966    0.97392    0.00110       0       6 
      1470.770371854    0.97422    0.00110       0       6 
      1470.771760742    0.97624    0.00110       0       6 
      1470.773149630    0.97605    0.00110       0       6 
      1470.774538518    0.97853    0.00110       0       6 
      1470.775927405    0.97553    0.00110       0       6 
      1470.777316293    0.97450    0.00110       0       6 
      1470.778705181    0.97725    0.00110       0       6 
      1470.780094069    0.97426    0.00110       0       6 
      1470.781482957    0.97509    0.00110       0       6 
      1470.782871845    0.97517    0.00110       0       6 
      1470.784260733    0.97612    0.00110       0       6 
      1470.785649620    0.97616    0.00110       0       6 
      1470.787038508    0.97432    0.00110       0       6 
      1470.788427396    0.97576    0.00110       0       6 
      1470.789816284    0.97574    0.00110       0       6 
      1470.791205172    0.97486    0.00110       0       6 
      1470.792594059    0.97766    0.00110       0       6 
      1470.793982947    0.97578    0.00110       0       6 
      1470.795371835    0.97621    0.00110       0       6 
      1470.796760723    0.97565    0.00110       0       6 
      1470.798149611    0.97593    0.00110       0       6 
      1470.799538499    0.97443    0.00110       0       6 
      1470.800927386    0.97511    0.00110       0       6 
      1470.802316274    0.97514    0.00110       0       6 
      1470.803705162    0.97751    0.00110       0       6 
      1470.805094050    0.97711    0.00110       0       6 
      1470.806482938    0.97618    0.00110       0       6 
      1470.807871826    0.97419    0.00110       0       6 
      1470.809260713    0.97453    0.00110       0       6 
      1470.810649601    0.97544    0.00110       0       6 
      1470.812038489    0.97757    0.00110       0       6 
      1470.813427377    0.97684    0.00110       0       6 
      1470.814816264    0.97339    0.00110       0       6 
      1470.816205152    0.97465    0.00110       0       6 
      1470.817594040    0.97515    0.00110       0       6 
      1470.818982928    0.97425    0.00110       0       6 
      1470.820371815    0.97567    0.00110       0       6 
      1470.821760703    0.97572    0.00110       0       6 
      1470.823149591    0.97709    0.00110       0       6 
      1470.824538479    0.97531    0.00110       0       6 
      1470.825927367    0.97312    0.00110       0       6 
      1470.827316254    0.97522    0.00110       0       6 
      1470.828705142    0.97580    0.00110       0       6 
      1470.830094030    0.97471    0.00110       0       6 
      1470.831482918    0.97554    0.00110       0       6 
      1470.832871805    0.97502    0.00110       0       6 
      1470.834260693    0.97510    0.00110       0       6 
      1470.835649581    0.97621    0.00110       0       6 
      1470.837038468    0.97651    0.00110       0       6 
      1470.838427356    0.97730    0.00110       0       6 
      1470.839816244    0.97504    0.00110       0       6 
      1470.841205132    0.97597    0.00110       0       6 
      1470.842594019    0.97431    0.00110       0       6 
      1470.843982907    0.97443    0.00110       0       6 
      1470.845371795    0.97585    0.00110       0       6 
      1470.846760683    0.97458    0.00110       0       6 
      1470.848149570    0.97611    0.00110       0       6 
      1470.849538458    0.97426    0.00110       0       6 
      1470.850927346    0.97620    0.00110       0       6 
      1470.852316234    0.97557    0.00110       0       6 
      1470.853705121    0.97442    0.00110       0       6 
      1470.855094009    0.97639    0.00110       0       6 
      1470.856482897    0.97650    0.00110       0       6 
      1470.857871784    0.97648    0.00110       0       6 
      1470.859260672    0.97626    0.00110       0       6 
      1470.860649560    0.97619    0.00110       0       6 
      1470.862038447    0.97598    0.00110       0       6 
      1470.863427335    0.97836    0.00110       0       6 
      1470.864816223    0.97813    0.00110       0       6 
      1470.866205111    0.97801    0.00110       0       6 
      1470.867593998    0.97678    0.00110       0       6 
      1470.868982886    0.97695    0.00110       0       6 
      1470.870371774    0.97683    0.00110       0       6 
      1470.871760662    0.97703    0.00110       0       6 
      1470.873149549    0.97801    0.00110       0       6 
      1470.874538437    0.97640    0.00110       0       6 
      1470.875927324    0.97676    0.00110       0       6 
      1470.877316212    0.97785    0.00110       0       6 
      1470.878705100    0.97685    0.00110       0       6 
      1470.880093987    0.97584    0.00110       0       6 
      1470.881482875    0.97612    0.00110       0       6 
      1470.882871763    0.97871    0.00110       0       6 
      1470.884260651    0.97608    0.00110       0       6 
      1470.885649538    0.97791    0.00110       0       6 
      1470.887038426    0.97638    0.00110       0       6 
      1470.888427313    0.97649    0.00110       0       6 
      1470.889816201    0.97778    0.00110       0       6 
      1470.891205089    0.97667    0.00110       0       6 
      1470.892593976    0.97497    0.00110       0       6 
      1470.893982864    0.97710    0.00110       0       6 
      1470.895371752    0.97466    0.00110       0       6 
      1470.896760639    0.97565    0.00110       0       6 
      1470.898149527    0.97526    0.00110       0       6 
      1470.899538415    0.97835    0.00110       0       6 
      1470.900927302    0.97618    0.00110       0       6 
      1470.902316190    0.97917    0.00110       0       6 
      1470.903705077    0.97807    0.00110       0       6 
      1470.905093965    0.97685    0.00110       0       6 
      1470.906482853    0.97543    0.00110       0       6 
      1470.907871740    0.97662    0.00110       0       6 
      1470.909260628    0.97664    0.00110       0       6 
      1470.910649515    0.97557    0.00110       0       6 
      1470.912038403    0.97606    0.00110       0       6 
      1470.913427291    0.97538    0.00110       0       6 
      1470.914816178    0.97677    0.00110       0       6 
      1470.916205066    0.97559    0.00110       0       6 
      1470.917593954    0.97586    0.00110       0       6 
      1470.918982841    0.97454    0.00110       0       6 
      1470.920371729    0.97522    0.00110       0       6 
      1470.921760616    0.97750    0.00110       0       6 
      1470.923149504    0.97488    0.00110       0       6 
      1470.924538391    0.97725    0.00110       0       6 
      1470.925927279    0.97361    0.00110       0       6 
      1470.927316167    0.97810    0.00110       0       6 
      1470.928705054    0.97540    0.00110       0       6 
      1470.930093942    0.97566    0.00110       0       6 
      1470.931482829    0.97762    0.00110       0       6 
      1470.932871717    0.97685    0.00110       0       6 
      1470.934260605    0.97642    0.00110       0       6 
      1470.935649492    0.97883    0.00110       0       6 
      1470.937038380    0.97349    0.00110       0       6 
      1470.938427267    0.97353    0.00110       0       6 
      1470.939816155    0.97529    0.00110       0       6 
      1470.941205042    0.97397    0.00110       0       6 
      1470.942593930    0.97612    0.00110       0       6 
      1470.943982817    0.97666    0.00110       0       6 
      1470.945371705    0.97765    0.00110       0       6 
      1470.946760593    0.97538    0.00110       0       6 
      1470.948149480    0.97621    0.00110       0       6 
      1470.949538368    0.97332    0.00110       0       6 
      1470.950927255    0.97658    0.00110       0       6 
      1470.952316143    0.97575    0.00110       0       6 
      1470.953705030    0.97373    0.00110       0       6 
      1470.955093918    0.97630    0.00110       0       6 
      1470.956482805    0.97778    0.00110       0       6 
      1470.957871693    0.97699    0.00110       0       6 
      1470.959260580    0.97752    0.00110       0       6 
      1470.960649468    0.97636    0.00110       0       6 
      1470.962038355    0.97681    0.00110       0       6 
      1470.963427243    0.97750    0.00110       0       6 
      1470.964816130    0.97726    0.00110       0       6 
      1470.966205018    0.97678    0.00110       0       6 
      1470.967593905    0.97635    0.00110       0       6 
      1470.968982793    0.97812    0.00110       0       6 
      1470.970371681    0.97394    0.00110       0       6 
      1470.971760568    0.98012    0.00110       0       6 
      1470.973149456    0.97707    0.00110       0       6 
      1470.974538343    0.98012    0.00110       0       6 
      1470.975927231    0.97653    0.00110       0       6 
      1470.977316118    0.97878    0.00110       0       6 
      1470.978705006    0.97942    0.00110       0       6 
      1470.980093893    0.97667    0.00110       0       6 
      1470.981482781    0.97826    0.00110       0       6 
      1470.982871668    0.97864    0.00110       0       6 
      1470.984260555    0.97700    0.00110       0       6 
      1470.985649443    0.97976    0.00110       0       6 
      1470.987038330    0.97752    0.00110       0       6 
      1470.988427218    0.97632    0.00110       0       6 
      1470.989816105    0.97917    0.00110       0       6 
      1470.991204993    0.97811    0.00110       0       6 
      1470.992593880    0.97956    0.00110       0       6 
      1470.993982768    0.97781    0.00110       0       6 
      1470.995371655    0.97974    0.00110       0       6 
      1470.996760543    0.97709    0.00110       0       6 
      1470.998149430    0.97804    0.00110       0       6 
      1470.999538317    0.97748    0.00110       0       6 
      1471.000927205    0.97884    0.00110       0       6 
      1471.002316092    0.97721    0.00110       0       6 
      1471.003704980    0.97866    0.00110       0       6 
      1471.005093867    0.97736    0.00110       0       6 
      1471.006482755    0.97707    0.00110       0       6 
      1471.007871642    0.97817    0.00110       0       6 
      1471.009260530    0.97641    0.00110       0       6 
      1471.010649417    0.97737    0.00110       0       6 
      1471.012038304    0.97680    0.00110       0       6 
      1471.013427192    0.97785    0.00110       0       6 
      1471.014816079    0.97662    0.00110       0       6 
      1471.016204967    0.97961    0.00110       0       6 
      1471.017593854    0.97902    0.00110       0       6 
      1471.018982742    0.97845    0.00110       0       6 
      1471.020371629    0.97774    0.00110       0       6 
      1471.021760516    0.97739    0.00110       0       6 
      1471.023149404    0.97635    0.00110       0       6 
      1471.024538291    0.97869    0.00110       0       6 
      1471.025927179    0.97751    0.00110       0       6 
      1471.027316066    0.97891    0.00110       0       6 
      1471.028704953    0.97923    0.00110       0       6 
      1471.030093841    0.97507    0.00110       0       6 
      1471.031482728    0.97762    0.00110       0       6 
      1471.032871616    0.97809    0.00110       0       6 
      1471.034260503    0.97700    0.00110       0       6 
      1471.035649390    0.97915    0.00110       0       6 
      1471.037038278    0.97890    0.00110       0       6 
      1471.038427165    0.97769    0.00110       0       6 
      1471.039816053    0.97947    0.00110       0       6 
      1471.041204940    0.98010    0.00110       0       6 
      1471.042593827    0.97879    0.00110       0       6 
      1471.043982715    0.97793    0.00110       0       6 
      1471.045371602    0.97857    0.00110       0       6 
      1471.046760489    0.97802    0.00110       0       6 
      1471.048149377    0.97787    0.00110       0       6 
      1471.049538264    0.97802    0.00110       0       6 
      1471.050927151    0.98134    0.00110       0       6 
      1471.052316039    0.97969    0.00110       0       6 
      1471.053704926    0.97962    0.00110       0       6 
      1471.055093814    0.97675    0.00110       0       6 
      1471.056482701    0.97849    0.00110       0       6 
      1471.057871588    0.98002    0.00110       0       6 
      1471.059260475    0.97958    0.00110       0       6 
      1471.060649363    0.97896    0.00110       0       6 
      1471.062038250    0.97923    0.00110       0       6 
      1471.063427138    0.97746    0.00110       0       6 
      1471.064816025    0.98003    0.00110       0       6 
      1471.066204912    0.97978    0.00110       0       6 
      1471.067593800    0.97818    0.00110       0       6 
      1471.068982687    0.97894    0.00110       0       6 
      1471.070371574    0.97909    0.00110       0       6 
      1471.071760461    0.97912    0.00110       0       6 
      1471.073149349    0.98271    0.00110       0       6 
      1471.074538236    0.97722    0.00110       0       6 
      1471.075927123    0.97758    0.00110       0       6 
      1471.077316011    0.97999    0.00110       0       6 
      1471.078704898    0.98018    0.00110       0       6 
      1471.080093785    0.98051    0.00110       0       6 
      1471.081482673    0.98008    0.00110       0       6 
      1471.082871560    0.97834    0.00110       0       6 
      1471.084260447    0.98066    0.00110       0       6 
      1471.085649335    0.98059    0.00110       0       6 
      1471.087038222    0.98079    0.00110       0       6 
      1471.088427109    0.98100    0.00110       0       6 
      1471.089815997    0.97861    0.00110       0       6 
      1471.091204884    0.97909    0.00110       0       6 
      1471.092593771    0.98079    0.00110       0       6 
      1471.093982658    0.98013    0.00110       0       6 
      1471.095371546    0.97972    0.00110       0       6 
      1471.096760433    0.97992    0.00110       0       6 
      1471.098149320    0.98012    0.00110       0       6 
      1471.099538207    0.97922    0.00110       0       6 
      1471.100927095    0.98022    0.00110       0       6 
      1471.102315982    0.97929    0.00110       0       6 
      1471.103704869    0.98115    0.00110       0       6 
      1471.105093756    0.97806    0.00110       0       6 
      1471.106482644    0.98060    0.00110       0       6 
      1471.107871531    0.97688    0.00110       0       6 
      1471.109260418    0.97993    0.00110       0       6 
      1471.110649305    0.98131    0.00110       0       6 
      1471.112038193    0.97891    0.00110       0       6 
      1471.113427080    0.98134    0.00110       0       6 
      1471.114815967    0.98270    0.00110       0       6 
      1471.116204855    0.97976    0.00110       0       6 
      1471.117593742    0.97853    0.00110       0       6 
      1471.118982629    0.97991    0.00110       0       6 
      1471.120371516    0.98032    0.00110       0       6 
      1471.121760403    0.98178    0.00110       0       6 
      1471.123149291    0.97815    0.00110       0       6 
      1471.124538178    0.97882    0.00110       0       6 
      1471.125927065    0.98046    0.00110       0       6 
      1471.127315952    0.98139    0.00110       0       6 
      1471.128704840    0.98116    0.00110       0       6 
      1471.130093727    0.97838    0.00110       0       6 
      1471.131482614    0.98129    0.00110       0       6 
      1471.132871501    0.98179    0.00110       0       6 
      1471.134260388    0.98054    0.00110       0       6 
      1471.135649276    0.97887    0.00110       0       6 
      1471.137038163    0.97836    0.00110       0       6 
      1471.138427050    0.97964    0.00110       0       6 
      1471.139815937    0.98079    0.00110       0       6 
      1471.141204824    0.98209    0.00110       0       6 
      1471.142593712    0.98189    0.00110       0       6 
      1471.143982599    0.98070    0.00110       0       6 
      1471.145371486    0.98044    0.00110       0       6 
      1471.146760373    0.98080    0.00110       0       6 
      1471.148149260    0.98093    0.00110       0       6 
      1471.149538148    0.98127    0.00110       0       6 
      1471.150927035    0.97879    0.00110       0       6 
      1471.152315922    0.98102    0.00110       0       6 
      1471.153704809    0.98225    0.00110       0       6 
      1471.155093696    0.98028    0.00110       0       6 
      1471.156482583    0.98358    0.00110       0       6 
      1471.157871470    0.98290    0.00110       0       6 
      1471.159260358    0.98125    0.00110       0       6 
      1471.160649245    0.98236    0.00110       0       6 
      1471.162038132    0.98194    0.00110       0       6 
      1471.163427019    0.98173    0.00110       0       6 
      1471.164815906    0.98343    0.00110       0       6 
      1471.166204793    0.98317    0.00110       0       6 
      1471.167593681    0.98259    0.00110       0       6 
      1471.168982568    0.98188    0.00110       0       6 
      1471.170371455    0.98488    0.00110       0       6 
      1471.171760342    0.98195    0.00110       0       6 
      1471.173149229    0.98168    0.00110       0       6 
      1471.174538116    0.98228    0.00110       0       6 
      1471.175927003    0.98482    0.00110       0       6 
      1471.177315891    0.98189    0.00110       0       6 
      1471.178704778    0.98247    0.00110       0       6 
      1471.180093665    0.98221    0.00110       0       6 
      1471.181482552    0.98298    0.00110       0       6 
      1471.182871439    0.98384    0.00110       0       6 
      1471.184260326    0.98227    0.00110       0       6 
      1471.185649213    0.98233    0.00110       0       6 
      1471.187038100    0.98283    0.00110       0       6 
      1471.188426988    0.98177    0.00110       0       6 
      1471.189815875    0.98373    0.00110       0       6 
      1471.191204762    0.98011    0.00110       0       6 
      1471.192593649    0.98463    0.00110       0       6 
      1471.193982536    0.98230    0.00110       0       6 
      1471.195371423    0.98237    0.00110       0       6 
      1471.196760310    0.98182    0.00110       0       6 
      1471.198149197    0.98300    0.00110       0       6 
      1471.199538084    0.98506    0.00110       0       6 
      1471.200926971    0.98153    0.00110       0       6 
      1471.202315858    0.98479    0.00110       0       6 
      1471.203704746    0.98369    0.00110       0       6 
      1471.205093633    0.98235    0.00110       0       6 
      1471.206482520    0.98473    0.00110       0       6 
      1471.207871407    0.98206    0.00110       0       6 
      1471.209260294    0.98205    0.00110       0       6 
      1471.210649181    0.98394    0.00110       0       6 
      1471.212038068    0.98145    0.00110       0       6 
      1471.213426955    0.98109    0.00110       0       6 
      1471.214815842    0.98250    0.00110       0       6 
      1471.216204729    0.98281    0.00110       0       6 
      1471.217593616    0.98058    0.00110       0       6 
      1471.218982503    0.98176    0.00110       0       6 
      1471.220371390    0.98183    0.00110       0       6 
      1471.221760277    0.98227    0.00110       0       6 
      1471.223149165    0.98351    0.00110       0       6 
      1471.224538051    0.97830    0.00110       0       6 
      1471.225926939    0.98444    0.00110       0       6 
      1471.227315826    0.98239    0.00110       0       6 
      1471.228704713    0.98215    0.00110       0       6 
      1471.230093600    0.98434    0.00110       0       6 
      1471.231482487    0.98371    0.00110       0       6 
      1471.232871374    0.98428    0.00110       0       6 
      1471.234260261    0.98237    0.00110       0       6 
      1471.235649148    0.98171    0.00110       0       6 
      1471.237038035    0.98255    0.00110       0       6 
      1471.238426922    0.98648    0.00110       0       6 
      1471.239815809    0.98490    0.00110       0       6 
      1471.241204696    0.98143    0.00110       0       6 
      1471.242593583    0.98328    0.00110       0       6 
      1471.243982470    0.98557    0.00110       0       6 
      1471.245371357    0.98400    0.00110       0       6 
      1471.246760244    0.98367    0.00110       0       6 
      1471.248149131    0.98387    0.00110       0       6 
      1471.249538018    0.98303    0.00110       0       6 
      1471.250926905    0.98288    0.00110       0       6 
      1471.252315792    0.98663    0.00110       0       6 
      1471.253704679    0.98316    0.00110       0       6 
      1471.255093566    0.98393    0.00110       0       6 
      1471.256482453    0.98457    0.00110       0       6 
      1471.257871340    0.98570    0.00110       0       6 
      1471.259260227    0.98250    0.00110       0       6 
      1471.260649114    0.98455    0.00110       0       6 
      1471.262038001    0.98627    0.00110       0       6 
      1471.263426888    0.98705    0.00110       0       6 
      1471.264815775    0.98587    0.00110       0       6 
      1471.266204662    0.98529    0.00110       0       6 
      1471.267593549    0.98387    0.00110       0       6 
      1471.268982436    0.98587    0.00110       0       6 
      1471.270371323    0.98373    0.00110       0       6 
      1471.271760209    0.98558    0.00110       0       6 
      1471.273149096    0.98571    0.00110       0       6 
      1471.274537983    0.98437    0.00110       0       6 
      1471.275926870    0.98505    0.00110       0       6 
      1471.277315757    0.98508    0.00110       0       6 
      1471.278704644    0.98474    0.00110       0       6 
      1471.280093531    0.98790    0.00110       0       6 
      1471.281482418    0.98544    0.00110       0       6 
      1471.282871305    0.98689    0.00110       0       6 
      1471.284260192    0.98685    0.00110       0       6 
      1471.285649079    0.98367    0.00110       0       6 
      1471.287037966    0.98607    0.00110       0       6 
      1471.288426853    0.98584    0.00110       0       6 
      1471.289815740    0.98799    0.00111       0       6 
      1471.291204627    0.98654    0.00110       0       6 
      1471.292593514    0.98398    0.00110       0       6 
      1471.293982400    0.98690    0.00110       0       6 
      1471.295371287    0.98514    0.00110       0       6 
      1471.296760174    0.98649    0.00110       0       6 
      1471.298149061    0.98837    0.00110       0       6 
      1471.299537948    0.98298    0.00111       0       6 
      1471.300926835    0.98671    0.00110       0       6 
      1471.302315722    0.98642    0.00110       0       6 
      1471.303704609    0.98534    0.00110       0       6 
      1471.305093496    0.98520    0.00110       0       6 
      1471.306482383    0.98429    0.00110       0       6 
      1471.307871269    0.98389    0.00110       0       6 
      1471.309260156    0.98417    0.00110       0       6 
      1471.310649043    0.98803    0.00110       0       6 
      1471.312037930    0.98371    0.00110       0       6 
      1471.313426817    0.98388    0.00110       0       6 
      1471.314815704    0.98491    0.00110       0       6 
      1471.316204591    0.98456    0.00110       0       6 
      1471.317593478    0.98400    0.00110       0       6 
      1471.318982365    0.98634    0.00110       0       6 
      1471.320371251    0.98863    0.00110       0       6 
      1471.321760138    0.98458    0.00110       0       6 
      1471.323149025    0.98633    0.00110       0       6 
      1471.324537912    0.98604    0.00110       0       6 
      1471.325926799    0.98261    0.00110       0       6 
      1471.327315686    0.98473    0.00110       0       6 
      1471.328704572    0.98539    0.00110       0       6 
      1471.330093459    0.98439    0.00110       0       6 
      1471.331482346    0.98484    0.00110       0       6 
      1471.332871233    0.98620    0.00110       0       6 
      1471.334260120    0.98475    0.00110       0       6 
      1471.335649007    0.98761    0.00110       0       6 
      1471.337037894    0.98467    0.00110       0       6 
      1471.338426780    0.98795    0.00110       0       6 
      1471.339815667    0.98438    0.00110       0       6 
      1471.341204554    0.98550    0.00110       0       6 
      1471.342593441    0.98563    0.00110       0       6 
      1471.343982328    0.98656    0.00110       0       6 
      1471.345371215    0.98601    0.00110       0       6 
      1471.346760102    0.98739    0.00110       0       6 
      1471.348148988    0.99006    0.00111       0       6 
      1471.349537875    0.98774    0.00111       0       6 
      1471.350926762    0.98817    0.00110       0       6 
      1471.352315649    0.98671    0.00110       0       6 
      1471.353704536    0.98540    0.00110       0       6 
      1471.355093422    0.98916    0.00110       0       6 
      1471.356482309    0.98835    0.00110       0       6 
      1471.357871196    0.98959    0.00110       0       6 
      1471.359260083    0.98987    0.00110       0       6 
      1471.360648970    0.98810    0.00111       0       6 
      1471.362037856    0.98952    0.00111       0       6 
      1471.363426743    0.98950    0.00110       0       6 
      1471.364815630    0.98747    0.00110       0       6 
      1471.366204517    0.98825    0.00110       0       6 
      1471.367593403    0.98654    0.00110       0       6 
      1471.368982290    0.98761    0.00111       0       6 
      1471.370371177    0.98765    0.00110       0       6 
      1471.371760064    0.99003    0.00110       0       6 
      1471.373148951    0.98726    0.00110       0       6 
      1471.374537837    0.99016    0.00110       0       6 
      1471.375926724    0.98859    0.00110       0       6 
      1471.377315611    0.98651    0.00110       0       6 
      1471.378704498    0.99137    0.00110       0       6 
      1471.380093385    0.98988    0.00110       0       6 
      1471.381482271    0.98736    0.00110       0       6 
      1471.382871158    0.98934    0.00110       0       6 
      1471.384260045    0.99051    0.00110       0       6 
      1471.385648932    0.99172    0.00111       0       6 
      1471.387037818    0.99031    0.00110       0       6 
      1471.388426705    0.99007    0.00110       0       6 
      1471.389815592    0.99023    0.00110       0       6 
      1471.391204478    0.98993    0.00111       0       6 
      1471.392593365    0.98644    0.00110       0       6 
      1471.393982252    0.98947    0.00110       0       6 
      1471.395371139    0.99247    0.00111       0       6 
      1471.396760025    0.98567    0.00110       0       6 
      1471.398148912    0.98980    0.00111       0       6 
      1471.399537799    0.98915    0.00111       0       6 
      1471.400926686    0.98611    0.00110       0       6 
      1471.402315572    0.98815    0.00110       0       6 
